snapshot_ts,underlying_price,expiration,days_to_expiration,T,strike,moneyness,forward,log_moneyness,is_otm,option_type,bid,ask,mid_price,bid_ask_spread,rel_spread,volume,openInterest,impliedVolatility
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,680.0,0.9846510280915146,691.1350961687234,-0.016242514691931078,False,call,13.7,13.89,13.795,0.19000000000000128,0.013773106197897882,54.0,159.0,0.1831746722412109
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,681.0,0.9860990443092962,691.1350961687234,-0.014773006712571092,False,call,12.9,13.12,13.01,0.21999999999999886,0.01691006917755564,18.0,291.0,0.1812826013183593
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,682.0,0.9875470605270779,691.1350961687234,-0.013305655018621361,False,call,12.08,12.3,12.190000000000001,0.22000000000000064,0.01804757998359316,27.0,269.0,0.1775594940185547
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,683.0,0.9889950767448595,691.1350961687234,-0.011840453291293396,False,call,11.25,11.4,11.325,0.15000000000000036,0.013245033112582814,10.0,496.0,0.1712729357910156
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,684.0,0.9904430929626411,691.1350961687234,-0.010377395239532999,False,call,10.53,10.74,10.635,0.21000000000000085,0.019746121297602337,10.0,511.0,0.1710898321533203
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,685.0,0.9918911091804228,691.1350961687234,-0.008916474599858169,False,call,9.87,10.02,9.945,0.15000000000000036,0.015082956259426883,25.0,867.0,0.1688315539550781
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,687.0,0.994787141615986,691.1350961687234,-0.00600102063973412,False,call,8.37,8.49,8.43,0.120000000000001,0.014234875444839977,53.0,1040.0,0.1605613729858398
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,688.0,0.9962351578337677,691.1350961687234,-0.004546474928739799,False,call,7.67,7.84,7.755,0.16999999999999993,0.021921341070277232,138.0,584.0,0.1585777502441406
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,689.0,0.9976831740515494,691.1350961687234,-0.0030940418484248894,False,call,7.02,7.24,7.13,0.22000000000000064,0.0308555399719496,74.0,307.0,0.1572960247802734
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,690.0,0.999131190269331,691.1350961687234,-0.0016437152707783934,False,call,6.39,6.42,6.404999999999999,0.03000000000000025,0.004683840749414559,393.0,1425.0,0.1499718792724609
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,691.0,1.0005792064871126,691.1350961687234,-0.00019548909441356304,False,call,5.82,5.83,5.825,0.009999999999999787,0.001716738197424856,611.0,387.0,0.1477136010742187
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,692.0,1.0020272227048943,691.1350961687234,0.0012506427555861062,True,call,5.12,5.14,5.13,0.019999999999999574,0.003898635477582763,491.0,1090.0,0.1423425610351562
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,693.0,1.003475238922676,691.1350961687234,0.002694686327819772,True,call,4.63,4.64,4.635,0.009999999999999787,0.0021574973031283254,245.0,445.0,0.1409692837524414
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,694.0,1.0049232551404574,691.1350961687234,0.004136647644721042,True,call,4.06,4.08,4.07,0.020000000000000462,0.0049140049140050275,169.0,580.0,0.1373377282714844
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,695.0,1.0063712713582391,691.1350961687234,0.005576532702708672,True,call,3.52,3.54,3.5300000000000002,0.020000000000000018,0.005665722379603404,113.0,1629.0,0.1334315173339843
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,696.0,1.0078192875760208,691.1350961687234,0.007014347472336187,True,call,2.98,3.0,2.99,0.020000000000000018,0.006688963210702346,69.0,306.0,0.1285792709350585
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,697.0,1.0092673037938025,691.1350961687234,0.008450097898440425,True,call,2.51,2.52,2.5149999999999997,0.010000000000000231,0.003976143141153174,227.0,413.0,0.1242763354492187
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,698.0,1.0107153200115842,691.1350961687234,0.009883789900289012,True,call,2.1,2.12,2.1100000000000003,0.020000000000000018,0.009478672985781998,712.0,639.0,0.1211635736083984
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,699.0,1.0121633362293658,691.1350961687234,0.011315429371726797,True,call,1.75,1.76,1.755,0.010000000000000009,0.0056980056980057035,169.0,274.0,0.1180508117675781
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,700.0,1.0136113524471473,691.1350961687234,0.012745022181321213,True,call,1.37,1.39,1.38,0.019999999999999796,0.014492753623188259,702.0,1682.0,0.1134121862792968
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,701.0,1.015059368664929,691.1350961687234,0.01417257417250663,True,call,1.09,1.1,1.0950000000000002,0.010000000000000009,0.009132420091324207,78.0,411.0,0.1099332171630859
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,702.0,1.0165073848827106,691.1350961687234,0.01559809116372766,True,call,0.84,0.85,0.845,0.010000000000000009,0.011834319526627229,307.0,657.0,0.1065152825927734
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,703.0,1.0179554011004923,691.1350961687234,0.017021578948581445,True,call,0.6,0.61,0.605,0.010000000000000009,0.016528925619834725,573.0,3958.0,0.1016935534667968
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,704.0,1.019403417318274,691.1350961687234,0.01844304329595894,True,call,0.45,0.46,0.455,0.010000000000000009,0.021978021978021997,235.0,1719.0,0.0993742407226562
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,705.0,1.0208514335360557,691.1350961687234,0.01986248995018519,True,call,0.3,0.31,0.305,0.010000000000000009,0.03278688524590167,583.0,2037.0,0.0949797534179687
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,706.0,1.0222994497538371,691.1350961687234,0.021279924631158617,True,call,0.2,0.21,0.20500000000000002,0.009999999999999981,0.04878048780487795,233.0,1029.0,0.09180595703125
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,707.0,1.0237474659716188,691.1350961687234,0.022695353034489295,True,call,0.14,0.15,0.14500000000000002,0.009999999999999981,0.06896551724137917,215.0,1002.0,0.0903411279296875
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,625.0,0.9050101361135244,691.1350961687234,-0.10058366312568195,True,put,0.1,0.11,0.10500000000000001,0.009999999999999995,0.09523809523809518,60.0,731.0,0.2949289257812499
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,630.0,0.9122502172024326,691.1350961687234,-0.09261549347650509,True,put,0.12,0.13,0.125,0.010000000000000009,0.08000000000000007,70.0,781.0,0.2807689111328124
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,635.0,0.9194902982913409,691.1350961687234,-0.08471031396939181,True,put,0.15,0.16,0.155,0.010000000000000009,0.06451612903225812,49.0,673.0,0.2670971728515625
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,640.0,0.926730379380249,691.1350961687234,-0.07686713650836592,True,put,0.2,0.21,0.20500000000000002,0.009999999999999981,0.04878048780487795,54.0,342.0,0.2561109545898438
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,645.0,0.9339704604691572,691.1350961687234,-0.06908499606631097,True,put,0.25,0.26,0.255,0.010000000000000009,0.03921568627450984,254.0,722.0,0.242195078125
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,650.0,0.9412105415580654,691.1350961687234,-0.06136294997240067,True,put,0.35,0.36,0.355,0.010000000000000009,0.028169014084507067,114.0,3533.0,0.2321854125976562
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,651.0,0.9426585577758471,691.1350961687234,-0.05982567065351422,True,put,0.36,0.37,0.365,0.010000000000000009,0.02739726027397263,36.0,257.0,0.22852333984375
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,653.0,0.9455545902114103,691.1350961687234,-0.0567581835856524,True,put,0.41,0.42,0.415,0.010000000000000009,0.024096385542168697,135.0,319.0,0.2241288525390624
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,654.0,0.947002606429192,691.1350961687234,-0.05522796140488476,True,put,0.43,0.44,0.435,0.010000000000000009,0.022988505747126457,34.0,320.0,0.2211991943359375
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,655.0,0.9484506226469737,691.1350961687234,-0.05370007722683154,True,put,0.47,0.48,0.475,0.010000000000000009,0.02105263157894739,95.0,3533.0,0.2199785034179687
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,656.0,0.9498986388647552,691.1350961687234,-0.05217452391799442,True,put,0.49,0.5,0.495,0.010000000000000009,0.02020202020202022,13.0,210.0,0.21680470703125
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,657.0,0.9513466550825369,691.1350961687234,-0.05065129437747295,True,put,0.54,0.55,0.545,0.010000000000000009,0.018348623853211024,14.0,136.0,0.2160722924804687
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,658.0,0.9527946713003186,691.1350961687234,-0.04913038153676626,True,put,0.57,0.58,0.575,0.010000000000000009,0.017391304347826105,46.0,205.0,0.2132647033691406
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,659.0,0.9542426875181002,691.1350961687234,-0.04761177835957624,True,put,0.62,0.63,0.625,0.010000000000000009,0.016000000000000014,67.0,13702.0,0.2119219433593749
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,660.0,0.9556907037358818,691.1350961687234,-0.046095477841612234,True,put,0.65,0.66,0.655,0.010000000000000009,0.015267175572519097,93.0,889.0,0.2087481469726562
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,663.0,0.9600347523892268,691.1350961687234,-0.04156032267622095,True,put,0.81,0.83,0.8200000000000001,0.019999999999999907,0.024390243902438907,91.0,215.0,0.2037433142089843
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,665.0,0.96293078482479,691.1350961687234,-0.03854827220622932,True,put,0.92,0.94,0.9299999999999999,0.019999999999999907,0.021505376344085923,126.0,671.0,0.1987384814453124
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,666.0,0.9643788010425717,691.1350961687234,-0.03704564232169432,True,put,1.0,1.01,1.005,0.010000000000000009,0.009950248756218916,42.0,100.0,0.1967853759765624
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,667.0,0.9658268172603532,691.1350961687234,-0.03554526694645974,True,put,1.07,1.08,1.0750000000000002,0.010000000000000009,0.009302325581395356,46.0,255.0,0.1945270977783203
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,669.0,0.9687228496959166,691.1350961687234,-0.03255125273385501,True,put,1.25,1.26,1.255,0.010000000000000009,0.00796812749003985,36.0,204.0,0.1911091632080078
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,670.0,0.9701708659136982,691.1350961687234,-0.031057600477071717,True,put,1.33,1.35,1.34,0.020000000000000018,0.01492537313432837,352.0,1083.0,0.188911919555664
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,671.0,0.9716188821314798,691.1350961687234,-0.029566175890401666,True,put,1.44,1.46,1.45,0.020000000000000018,0.013793103448275874,383.0,190.0,0.1872639868164062
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,672.0,0.9730668983492615,691.1350961687234,-0.028076972338933918,True,put,1.55,1.56,1.5550000000000002,0.010000000000000009,0.0064308681672025775,198.0,240.0,0.1848226049804687
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,673.0,0.9745149145670431,691.1350961687234,-0.026589983217355655,True,put,1.65,1.66,1.6549999999999998,0.010000000000000009,0.006042296072507559,166.0,240.0,0.1821370849609375
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,674.0,0.9759629307848248,691.1350961687234,-0.025105201949776425,True,put,1.78,1.79,1.7850000000000001,0.010000000000000009,0.005602240896358548,151.0,692.0,0.1803060485839843
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,675.0,0.9774109470026064,691.1350961687234,-0.023622621989553637,True,put,1.87,1.89,1.88,0.019999999999999796,0.010638297872340318,448.0,1033.0,0.1769491485595703
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,676.0,0.978858963220388,691.1350961687234,-0.02214223681911937,True,put,1.99,2.01,2.0,0.019999999999999796,0.009999999999999898,148.0,510.0,0.1740805249023437
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,677.0,0.9803069794381697,691.1350961687234,-0.020664039949808467,True,put,2.13,2.15,2.1399999999999997,0.020000000000000018,0.009345794392523374,156.0,586.0,0.1715781085205078
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,678.0,0.9817549956559514,691.1350961687234,-0.01918802492168789,True,put,2.36,2.37,2.365,0.010000000000000231,0.004228329809725256,556.0,382.0,0.1712729357910156
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,679.0,0.9832030118737329,691.1350961687234,-0.017714185303387333,True,put,2.51,2.52,2.5149999999999997,0.010000000000000231,0.003976143141153174,175.0,258.0,0.1682212084960938
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,680.0,0.9846510280915146,691.1350961687234,-0.016242514691931078,True,put,2.67,2.68,2.675,0.010000000000000231,0.0037383177570094323,546.0,1427.0,0.1651694812011719
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,681.0,0.9860990443092962,691.1350961687234,-0.014773006712571092,True,put,2.86,2.88,2.87,0.020000000000000018,0.0069686411149825845,498.0,267.0,0.1629112030029297
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,682.0,0.9875470605270779,691.1350961687234,-0.013305655018621361,True,put,3.05,3.07,3.0599999999999996,0.020000000000000018,0.006535947712418307,137.0,378.0,0.1599510275268554
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,683.0,0.9889950767448595,691.1350961687234,-0.011840453291293396,True,put,3.25,3.27,3.26,0.020000000000000018,0.0061349693251533804,125.0,497.0,0.1568077484130859
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,684.0,0.9904430929626411,691.1350961687234,-0.010377395239532999,True,put,3.5,3.52,3.51,0.020000000000000018,0.0056980056980057035,102.0,504.0,0.1546105047607422
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,685.0,0.9918911091804228,691.1350961687234,-0.008916474599858169,True,put,3.78,3.8,3.79,0.020000000000000018,0.0052770448548812715,701.0,1506.0,0.1526879165649414
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,686.0,0.9933391253982045,691.1350961687234,-0.007457685136198235,True,put,4.06,4.07,4.0649999999999995,0.010000000000000675,0.0024600246002461686,162.0,464.0,0.1499718792724609
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,687.0,0.994787141615986,691.1350961687234,-0.00600102063973412,True,put,4.32,4.34,4.33,0.019999999999999574,0.004618937644341702,165.0,535.0,0.1467370483398437
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,688.0,0.9962351578337677,691.1350961687234,-0.004546474928739799,True,put,4.61,4.63,4.62,0.019999999999999574,0.004329004329004236,148.0,330.0,0.1434411828613281
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,689.0,0.9976831740515494,691.1350961687234,-0.0030940418484248894,True,put,4.91,4.93,4.92,0.019999999999999574,0.004065040650406418,606.0,297.0,0.1397791101074219
2026-02-25 10:43:14,690.6,2026-03-04,7,0.019780758498224253,690.0,0.999131190269331,691.1350961687234,-0.0016437152707783934,True,put,5.25,5.27,5.26,0.019999999999999574,0.003802281368821212,1593.0,282.0,0.1365137619018555
2026-02-25 10:43:14,690.6,2026-03-05,8,0.022520484525621512,680.0,0.9846510280915146,691.1351094939342,-0.01624253397211353,False,call,14.07,14.26,14.165,0.1899999999999995,0.013413342746205401,11.0,966.0,0.1820150158691406
2026-02-25 10:43:14,690.6,2026-03-05,8,0.022520484525621512,683.0,0.9889950767448595,691.1351094939342,-0.011840472571475809,False,call,11.88,12.02,11.95,0.1399999999999988,0.011715481171548017,64.0,244.0,0.1765219067382812
2026-02-25 10:43:14,690.6,2026-03-05,8,0.022520484525621512,684.0,0.9904430929626411,691.1351094939342,-0.010377414519715474,False,call,11.04,11.24,11.14,0.20000000000000107,0.017953321364452518,15.0,235.0,0.1731039721679687
2026-02-25 10:43:14,690.6,2026-03-05,8,0.022520484525621512,685.0,0.9918911091804228,691.1351094939342,-0.008916493880040595,False,call,10.3,10.5,10.4,0.1999999999999993,0.019230769230769162,21.0,420.0,0.1702963830566406
2026-02-25 10:43:14,690.6,2026-03-05,8,0.022520484525621512,689.0,0.9976831740515494,691.1351094939342,-0.0030940611286073374,False,call,7.55,7.69,7.62,0.14000000000000057,0.018372703412073567,19.0,275.0,0.1582420602416992
2026-02-25 10:43:14,690.6,2026-03-05,8,0.022520484525621512,690.0,0.999131190269331,691.1351094939342,-0.0016437345509607915,False,call,6.95,6.97,6.96,0.019999999999999574,0.0028735632183907434,179.0,958.0,0.1536339520263672
2026-02-25 10:43:14,690.6,2026-03-05,8,0.022520484525621512,691.0,1.0005792064871126,691.1351094939342,-0.00019550837459602236,False,call,6.24,6.27,6.255,0.02999999999999936,0.004796163069544263,231.0,250.0,0.1489953265380859
2026-02-25 10:43:14,690.6,2026-03-05,8,0.022520484525621512,692.0,1.0020272227048943,691.1351094939342,0.0012506234754036966,True,call,5.61,5.64,5.625,0.02999999999999936,0.0053333333333332195,160.0,445.0,0.1453942883300781
2026-02-25 10:43:14,690.6,2026-03-05,8,0.022520484525621512,693.0,1.003475238922676,691.1351094939342,0.0026946670476374122,True,call,5.03,5.05,5.04,0.019999999999999574,0.003968253968253884,109.0,416.0,0.1420984228515625
2026-02-25 10:43:14,690.6,2026-03-05,8,0.022520484525621512,694.0,1.0049232551404574,691.1351094939342,0.00413662836453851,True,call,4.47,4.49,4.48,0.020000000000000462,0.004464285714285817,13.0,245.0,0.1388025573730469
2026-02-25 10:43:14,690.6,2026-03-05,8,0.022520484525621512,695.0,1.0063712713582391,691.1351094939342,0.00557651342252619,True,call,4.01,4.03,4.02,0.020000000000000462,0.004975124378109568,229.0,1328.0,0.1372766937255859
2026-02-25 10:43:14,690.6,2026-03-05,8,0.022520484525621512,696.0,1.0078192875760208,691.1351094939342,0.007014328192153755,True,call,3.41,3.43,3.42,0.020000000000000018,0.005847953216374275,42.0,638.0,0.1315394464111328
2026-02-25 10:43:14,690.6,2026-03-05,8,0.022520484525621512,697.0,1.0092673037938025,691.1351094939342,0.008450078618258042,True,call,2.93,2.95,2.9400000000000004,0.020000000000000018,0.006802721088435379,65.0,481.0,0.127938408203125
2026-02-25 10:43:14,690.6,2026-03-05,8,0.022520484525621512,698.0,1.0107153200115842,691.1351094939342,0.00988377062010668,True,call,2.53,2.55,2.54,0.020000000000000018,0.007874015748031503,137.0,332.0,0.1254970263671875
2026-02-25 10:43:14,690.6,2026-03-05,8,0.022520484525621512,699.0,1.0121633362293658,691.1351094939342,0.011315410091544293,True,call,2.08,2.09,2.085,0.009999999999999787,0.004796163069544263,178.0,249.0,0.1204616763305664
